Mary Perez,1.85,45,female
James King,1.61,86,male
Ashley Miller,1.76,46,female
Melissa King,1.68,77,female
Kevin Davis,1.83,93,male
Donald Moore,1.94,104,male
Robert Young,1.74,102,male
Emily Anderson,1.56,45,female
Ashley Davis,1.57,84,female
Andrew Williams,1.54,64,male
Paul Wright,1.75,109,male
Emily Robinson,1.7,69,female
Emily Martin,1.84,82,female
Brian Adams,1.8,75,male
Daniel Carter,1.9,50,male
Thomas King,1.52,74,male
Michelle Thompson,1.89,53,female
Lisa Carter,1.85,86,female
Jessica Miller,1.78,75,female
Emily Mitchell,1.59,51,female
Anthony Jackson,1.51,80,male
James Davis,1.74,87,male
Charles Sanchez,1.58,79,male
Charles Nelson,1.82,68,male
Patricia Williams,1.55,85,female
William Williams,1.92,68,male
Michelle King,1.91,49,female
Thomas Rodriguez,1.73,97,male
Amanda Adams,1.92,50,female
Anthony Torres,1.9,82,male
Mary Scott,1.92,78,female
Kevin Brown,1.54,97,male
David Harris,1.67,75,male
George Torres,1.63,82,male
Steven Taylor,1.86,52,male
Jessica Anderson,1.66,65,female
Donna Roberts,1.92,91,female
David Thomas,1.71,107,male
Michelle Williams,1.8,79,female
Donna Davis,1.89,76,female
Mary Mitchell,1.69,83,female
Donald Moore,1.54,48,male
Patricia Rivera,1.94,94,female
Mark Rivera,1.7,54,male
Deborah Williams,1.62,49,female
Joshua Campbell,1.53,88,male
Elizabeth Sanchez,1.58,73,female
Sarah Walker,1.73,88,female
Sarah Johnson,1.79,102,female
Linda Green,1.75,47,female
William Jackson,1.92,58,male
Melissa Rodriguez,1.62,87,female
Lisa Carter,1.72,91,female
Charles Torres,1.78,93,male
Michelle Johnson,1.91,76,female
Patricia Adams,1.61,81,female
Elizabeth Robinson,1.79,86,female
Richard Anderson,1.56,101,male
Kenneth Thompson,1.6,66,male
Edward Lopez,1.71,87,male
John Johnson,1.71,90,male
Dorothy Hall,1.88,75,female
Lisa Nguyen,1.58,78,female
Mark Taylor,1.83,81,male
Thomas Lewis,1.63,109,male
Joseph Young,1.65,84,male
Margaret Hall,1.55,87,female
Edward Johnson,1.56,83,male
Barbara Smith,1.5,68,female
Linda King,1.57,75,female
Amanda Scott,1.66,53,female
Jennifer Walker,1.59,95,female
Christopher Lewis,1.69,89,male
Nancy Scott,1.62,80,female
Karen Adams,1.63,75,female
Michelle Jackson,1.88,75,female
David Brown,1.79,65,male
Kenneth Williams,1.83,101,male
Donna Clark,1.65,56,female
Michael Moore,1.81,102,male
Sarah White,1.94,107,female
Robert Roberts,1.66,52,male
Daniel Lee,1.8,58,male
Kevin White,1.54,92,male
Daniel Martinez,1.71,99,male
Michelle Allen,1.54,48,female
Jessica Jones,1.74,75,female
Steven Johnson,1.52,46,male
Ashley Perez,1.82,72,female
Matthew Scott,1.72,93,male
Elizabeth Nelson,1.84,109,female
Thomas Harris,1.53,55,male
Kenneth Thompson,1.51,92,male
Daniel Jackson,1.69,48,male
William Nelson,1.62,67,male
Betty Gonzalez,1.65,104,female
Sarah Martinez,1.53,63,female
Jennifer Mitchell,1.91,92,female
Jennifer Adams,1.9,83,female
Michael Thompson,1.82,67,male
Barbara Anderson,1.7,65,female
Elizabeth Williams,1.66,65,female
Barbara Taylor,1.73,84,female
Matthew Hernandez,1.67,95,male
Joseph Green,1.78,78,male
Amanda Ramirez,1.8,103,female
Donna Roberts,1.65,92,female
Margaret Baker,1.83,67,female
Donna Nelson,1.91,51,female
Steven Johnson,1.74,92,male
Michelle Roberts,1.54,102,female
Elizabeth Roberts,1.81,82,female
George Miller,1.77,48,male
James King,1.91,107,male
Matthew King,1.57,46,male
Anthony Gonzalez,1.84,56,male
Linda Torres,1.65,89,female
Deborah Martinez,1.77,72,female
Ashley Lopez,1.53,53,female
Joshua Hill,1.62,79,male
Steven Johnson,1.64,57,male
Susan Thompson,1.56,59,female
David Flores,1.69,46,male
George Martin,1.74,84,male
Edward Jones,1.87,101,male
Susan Anderson,1.51,103,female
David Flores,1.92,99,male
Joshua Ramirez,1.67,93,male
Paul Lee,1.67,48,male
Paul Hernandez,1.56,104,male
Christopher Sanchez,1.58,104,male
Emily Lewis,1.54,90,female
Amanda Hill,1.82,46,female
Lisa Johnson,1.89,59,female
Sandra Green,1.87,65,female
Lisa Clark,1.63,47,female
Emily Wright,1.68,53,female
Nancy Martin,1.81,55,female
Joshua Martin,1.87,100,male
John Nguyen,1.82,56,male
Emily Adams,1.74,78,female
Nancy Thompson,1.86,55,female
Margaret Perez,1.68,74,female
Margaret Lopez,1.5,108,female
Sandra Clark,1.61,53,female
Karen Green,1.67,83,female
Barbara Jackson,1.8,63,female
Kenneth Baker,1.9,71,male
Richard Jones,1.73,76,male
Karen Wright,1.64,80,female
Donna Lewis,1.84,92,female
Donald Thompson,1.72,79,male
Matthew Taylor,1.52,61,male
John Flores,1.91,84,male
Jessica Wilson,1.83,60,female
Amanda Campbell,1.59,109,female
Linda Jackson,1.82,53,female
Lisa White,1.84,78,female
Carol Young,1.71,101,female
Margaret Baker,1.92,86,female
Joshua Carter,1.89,102,male
Anthony Robinson,1.84,89,male
Steven Moore,1.74,90,male
Kimberly White,1.8,63,female
Betty Anderson,1.93,59,female
Amanda Nguyen,1.81,107,female
Michael White,1.82,47,male
Thomas Gonzalez,1.64,74,male
Patricia Young,1.85,89,female
Anthony Martinez,1.69,99,male
Sandra Rodriguez,1.71,105,female
Jennifer Ramirez,1.78,98,female
Joseph Thompson,1.81,101,male
Jennifer Lewis,1.81,106,female
Betty Ramirez,1.78,106,female
Betty Torres,1.78,95,female
Christopher Lee,1.78,77,male
Joseph Hill,1.93,64,male
Steven Perez,1.62,78,male
Jennifer Jackson,1.9,86,female
Sarah Hernandez,1.5,58,female
James Hall,1.77,68,male
Barbara Allen,1.6,102,female
Jennifer Lee,1.63,99,female
Daniel Perez,1.58,63,male
Anthony Harris,1.81,109,male
Brian Thompson,1.8,48,male
James Harris,1.81,79,male
Donna Miller,1.85,66,female
Donna Robinson,1.63,79,female
Lisa Wright,1.86,104,female
Susan Brown,1.57,98,female
Thomas Ramirez,1.93,67,male
Linda Ramirez,1.59,84,female
Richard Brown,1.72,79,male
Robert Baker,1.62,83,male
Jessica Davis,1.94,45,female
Joshua Moore,1.68,93,male
Daniel Martin,1.58,95,male
Andrew Campbell,1.73,51,male
Anthony Green,1.65,97,male
Patricia Garcia,1.91,91,female
Melissa Allen,1.63,54,female
Jessica Ramirez,1.64,101,female
Patricia Lopez,1.81,82,female
Paul Brown,1.69,47,male
Patricia Baker,1.91,94,female
John Rivera,1.52,88,male
Brian Thompson,1.7,62,male
Charles Adams,1.92,47,male
Dorothy Lewis,1.89,92,female
Patricia Johnson,1.56,88,female
Sandra Thompson,1.91,45,female
Deborah Sanchez,1.61,100,female
Deborah King,1.5,82,female
Anthony Williams,1.84,78,male
Emily Jackson,1.83,93,female
Anthony Martin,1.92,96,male
Brian Thompson,1.6,66,male
Linda Jones,1.89,104,female
Christopher Smith,1.7,53,male
Michael Allen,1.8,93,male
Amanda Sanchez,1.55,50,female
Michael Perez,1.52,57,male
Michael Johnson,1.63,69,male
Deborah Anderson,1.78,62,female
Thomas Miller,1.82,89,male
Edward Baker,1.75,45,male
Carol Moore,1.92,80,female
Mary Wright,1.61,57,female
Anthony Scott,1.88,108,male
Amanda Wright,1.5,55,female
Ashley Adams,1.59,84,female
Margaret Sanchez,1.86,54,female
Margaret Moore,1.53,105,female
Sandra Smith,1.58,96,female
Christopher Hernandez,1.55,53,male
Lisa Lee,1.85,79,female
Matthew Hill,1.93,55,male
Richard Young,1.62,107,male
Ashley Wright,1.84,49,female
Kimberly Lee,1.86,90,female
Edward White,1.75,47,male
Barbara Garcia,1.51,67,female
William Perez,1.63,64,male
Amanda Lee,1.56,75,female
Richard Wright,1.67,54,male
Linda Nelson,1.62,93,female
Jennifer Ramirez,1.83,82,female
Sandra Martinez,1.86,78,female
Richard Anderson,1.85,94,male
Carol Smith,1.71,67,female
Brian Miller,1.88,97,male
Susan Baker,1.54,92,female
Sandra Rivera,1.63,75,female
Steven Rodriguez,1.62,68,male
Ashley Green,1.9,47,female
Susan Lopez,1.81,84,female
Elizabeth Lopez,1.66,95,female
Margaret Thompson,1.86,86,female
Susan Robinson,1.51,88,female
Richard Smith,1.75,88,male
Dorothy Adams,1.54,61,female
Joshua Lopez,1.73,59,male
William Roberts,1.71,105,male
George Garcia,1.58,59,male
Kenneth Thompson,1.64,59,male
Matthew King,1.76,54,male
Amanda Torres,1.75,52,female
Elizabeth Ramirez,1.57,78,female
Jessica Johnson,1.75,59,female
Joseph Nguyen,1.77,45,male
Nancy Taylor,1.56,68,female
Brian Davis,1.58,73,male
Jessica Thompson,1.58,78,female
Donald Taylor,1.66,67,male
Thomas Thompson,1.52,81,male
Robert Thompson,1.59,63,male
Dorothy Ramirez,1.5,98,female
Dorothy King,1.52,69,female
John Green,1.74,79,male
Matthew Rivera,1.82,78,male
Karen Williams,1.94,98,female
Joseph Flores,1.73,104,male
Paul Clark,1.6,82,male
John White,1.71,95,male
Mary Williams,1.64,59,female
Patricia Davis,1.77,78,female
Charles Rivera,1.55,50,male
Patricia Williams,1.94,72,female
Emily Moore,1.86,95,female
William Lewis,1.9,89,male
Michelle Torres,1.62,85,female
Donna Campbell,1.58,103,female
Nancy Miller,1.88,68,female
Steven Rivera,1.91,94,male
Lisa Flores,1.77,83,female
Dorothy Baker,1.5,87,female
Barbara Harris,1.86,68,female
Daniel Mitchell,1.56,68,male
Donald Thompson,1.72,55,male
Jennifer Scott,1.6,54,female
Margaret Anderson,1.63,92,female
Charles Green,1.62,68,male
Deborah Miller,1.52,47,female
Steven Flores,1.67,79,male
Charles Mitchell,1.75,50,male
Kimberly Clark,1.72,107,female
Melissa Hill,1.52,75,female
Kimberly Campbell,1.92,73,female
Elizabeth Mitchell,1.8,93,female
Dorothy Garcia,1.62,56,female
Deborah Moore,1.7,91,female
Nancy Hall,1.56,104,female
Elizabeth Walker,1.84,57,female
David Jackson,1.68,105,male
Kevin Torres,1.55,109,male
Jennifer Anderson,1.63,57,female
Kimberly Miller,1.54,47,female
Mark Rodriguez,1.79,97,male
Elizabeth Jones,1.83,80,female
Elizabeth Williams,1.75,101,female
Linda Anderson,1.74,94,female
Linda Jackson,1.83,51,female
James Davis,1.58,69,male
Donna Anderson,1.74,57,female
Kenneth White,1.68,79,male
Daniel Rodriguez,1.91,73,male
Karen Wright,1.61,82,female
Mary Johnson,1.82,100,female
Charles Scott,1.94,63,male
Christopher Jackson,1.58,87,male
David Allen,1.73,96,male
Andrew Ramirez,1.84,64,male
Ashley Lee,1.87,98,female
Anthony Thompson,1.5,55,male
Linda Allen,1.77,97,female
Michael Johnson,1.68,54,male
Dorothy Mitchell,1.58,79,female
Emily Wright,1.87,51,female
Sarah Williams,1.85,62,female
Jennifer Green,1.59,85,female
Matthew Miller,1.75,89,male
Carol Carter,1.74,95,female
Richard Baker,1.54,105,male
Sarah Jackson,1.64,73,female
Kevin Wright,1.55,78,male
George Scott,1.73,67,male
Sarah Gonzalez,1.7,88,female
Thomas Gonzalez,1.93,87,male
James Walker,1.79,60,male
Donald Hernandez,1.69,93,male
Patricia Rodriguez,1.94,86,female
Betty Martin,1.52,48,female
Joseph Nelson,1.86,46,male
Sarah Clark,1.71,86,female
Barbara Clark,1.63,80,female
Ashley Harris,1.64,80,female
John Robinson,1.84,67,male
Susan Anderson,1.5,98,female
Jennifer Harris,1.9,92,female
James Taylor,1.76,70,male
Melissa Taylor,1.73,95,female
Matthew Jackson,1.59,107,male
Joshua Ramirez,1.55,91,male
Paul Carter,1.54,65,male
Joshua Thompson,1.64,62,male
Richard Moore,1.86,88,male
Charles Lewis,1.51,99,male
Joshua Miller,1.53,66,male
Joshua Garcia,1.82,76,male
Joshua White,1.66,96,male
Andrew Flores,1.93,54,male
Edward Miller,1.71,65,male
Christopher Nelson,1.94,95,male
Anthony Walker,1.91,87,male
Joseph Gonzalez,1.77,78,male
Emily Wilson,1.91,103,female
Donna Hernandez,1.91,83,female
Thomas Allen,1.75,79,male
Linda Nguyen,1.78,75,female
Paul Hernandez,1.53,104,male
Margaret Moore,1.5,57,female
Mary Martinez,1.81,97,female
James Perez,1.53,85,male
Richard Williams,1.52,50,male
Patricia Johnson,1.75,105,female
Elizabeth Gonzalez,1.52,82,female
Susan Allen,1.58,66,female
Margaret Campbell,1.75,62,female
Ashley Wright,1.5,80,female
Paul Garcia,1.78,46,male
Dorothy White,1.75,48,female
Sandra Nguyen,1.85,108,female
Matthew Rivera,1.67,52,male
Kevin Martinez,1.76,69,male
Mary Robinson,1.86,62,female
Michelle Davis,1.72,63,female
Emily Young,1.56,56,female
Elizabeth Thompson,1.89,50,female
Michael Lopez,1.68,102,male
Mary Miller,1.67,84,female
Dorothy Campbell,1.89,106,female
George White,1.58,67,male
Ashley Lewis,1.77,60,female
William Lopez,1.51,62,male
Barbara Flores,1.72,90,female
Linda Taylor,1.74,82,female
Paul Anderson,1.75,66,male
Mary Moore,1.6,108,female
Robert Campbell,1.71,58,male
Steven Scott,1.93,76,male
Robert Wright,1.52,96,male
Robert Garcia,1.84,63,male
Steven Jones,1.75,93,male
Amanda Torres,1.57,69,female
Joseph Nelson,1.93,97,male
Jessica Smith,1.74,94,female
Emily Gonzalez,1.77,84,female
Charles Rodriguez,1.85,109,male
Robert Martinez,1.93,50,male
Amanda Smith,1.76,95,female
Joseph Torres,1.57,72,male
Kenneth Scott,1.72,66,male
Kimberly Wilson,1.53,96,female
David Miller,1.84,82,male
Linda Rodriguez,1.66,64,female
Lisa Flores,1.91,105,female
Daniel Miller,1.57,62,male
Thomas Martin,1.61,84,male
Steven Nguyen,1.71,45,male
Thomas Young,1.67,106,male
Joshua Sanchez,1.9,75,male
Barbara Hill,1.86,60,female
Michael Wright,1.54,81,male
Andrew Baker,1.58,54,male
Steven Hall,1.72,75,male
Donald Lee,1.85,50,male
Paul Martinez,1.54,101,male
Matthew Walker,1.61,80,male
Patricia Gonzalez,1.68,98,female
Melissa Lee,1.71,56,female
Charles Taylor,1.71,52,male
George Hill,1.81,64,male
Christopher Baker,1.71,58,male
Amanda Hernandez,1.52,86,female
Kevin Lopez,1.91,104,male
John Scott,1.64,79,male
Sarah Clark,1.85,56,female
Robert Martinez,1.67,78,male
Margaret Williams,1.83,77,female
Karen Smith,1.76,67,female
Lisa Rodriguez,1.91,104,female
Matthew Adams,1.89,76,male
Joshua Flores,1.5,84,male
Andrew Lewis,1.53,76,male
George Clark,1.88,88,male
Barbara Anderson,1.72,96,female
Lisa Thomas,1.91,73,female
Michael Martin,1.52,71,male
Emily Scott,1.79,68,female
Christopher Clark,1.91,93,male
Nancy Torres,1.92,85,female
Karen Young,1.89,61,female
Kevin Thomas,1.61,64,male
Robert Harris,1.82,67,male
Melissa Ramirez,1.64,87,female
Brian Rodriguez,1.9,96,male
Andrew Adams,1.72,105,male
John Mitchell,1.58,88,male
Dorothy Allen,1.69,66,female
Andrew Taylor,1.75,51,male
David Adams,1.8,57,male
Linda Nguyen,1.92,79,female
George Taylor,1.74,106,male
Donna Ramirez,1.76,66,female
Michelle Walker,1.63,84,female
Daniel Gonzalez,1.76,106,male
Barbara Hill,1.81,77,female
Linda Jackson,1.79,64,female
Kevin Wilson,1.61,91,male
Emily Johnson,1.59,81,female
Michelle Gonzalez,1.77,84,female
Jessica Wright,1.6,51,female
Emily Mitchell,1.8,104,female
Joshua Allen,1.68,75,male
Donald Allen,1.59,47,male
Donna Flores,1.6,102,female
Patricia Harris,1.61,47,female
Steven Johnson,1.5,108,male
Carol Flores,1.66,107,female
Emily Perez,1.77,108,female
Mark Jones,1.65,90,male
Karen Brown,1.51,109,female
Lisa Garcia,1.88,89,female
Daniel Rodriguez,1.51,58,male
Andrew Jackson,1.51,103,male
David Hill,1.77,103,male
Nancy Lewis,1.5,80,female
Richard White,1.82,49,male
Betty Torres,1.52,89,female
Joshua Roberts,1.66,52,male
Patricia Adams,1.78,94,female
Christopher Taylor,1.54,83,male
Joseph Baker,1.55,49,male
Donald Clark,1.86,109,male
Melissa Hernandez,1.92,97,female
Betty Gonzalez,1.53,90,female
Robert Flores,1.88,96,male
Barbara Wright,1.59,100,female
Barbara Roberts,1.77,59,female
Charles Wright,1.74,80,male
Christopher Gonzalez,1.7,102,male
Lisa Thompson,1.52,103,female
Carol Thomas,1.84,66,female
Joshua Mitchell,1.67,59,male
Karen Walker,1.59,103,female
Joseph Perez,1.62,63,male
Charles Wright,1.66,47,male
Donald Sanchez,1.7,68,male
Kevin Rodriguez,1.83,49,male
Kenneth Green,1.93,89,male
William Thomas,1.87,75,male
Kevin Baker,1.9,57,male
Kevin Scott,1.89,72,male
Sandra Brown,1.77,99,female
Steven Ramirez,1.77,68,male
Mark Perez,1.7,55,male
Mark Clark,1.78,53,male
Charles Davis,1.84,69,male
Matthew Torres,1.74,80,male
Mark Walker,1.74,101,male
Michelle Jones,1.62,96,female
Paul Thompson,1.7,50,male
Linda Wright,1.8,85,female
Joshua Martinez,1.82,70,male
Thomas Young,1.92,83,male
Deborah Moore,1.58,68,female
Sarah Clark,1.53,91,female
Melissa Walker,1.6,62,female
Steven Young,1.58,54,male
Melissa Scott,1.6,78,female
Dorothy Sanchez,1.6,48,female
Sarah King,1.7,47,female
Ashley Carter,1.83,62,female
William Martin,1.91,58,male
Richard White,1.74,83,male
Patricia Campbell,1.85,75,female
John Adams,1.94,49,male
Andrew Hall,1.58,66,male
Mary Torres,1.81,71,female
Sarah Allen,1.68,54,female
Melissa Davis,1.65,65,female
Emily Nguyen,1.61,99,female
Steven Johnson,1.92,106,male
Nancy King,1.76,63,female
Richard Hill,1.8,52,male
Linda Ramirez,1.71,78,female
Kimberly Nelson,1.72,99,female
Steven Scott,1.72,51,male
Emily Lopez,1.63,83,female
William Sanchez,1.63,52,male
Joseph Smith,1.63,88,male
Michael Martinez,1.65,77,male
Jennifer Rodriguez,1.68,51,female
Melissa Johnson,1.64,50,female
Edward Baker,1.58,50,male
Barbara Nguyen,1.53,86,female
Steven Miller,1.88,103,male
William Davis,1.76,98,male
David Garcia,1.7,63,male
Elizabeth Anderson,1.83,81,female
Brian Wright,1.62,47,male
David King,1.57,64,male
Melissa Roberts,1.78,75,female
Linda Flores,1.84,70,female
Melissa Scott,1.69,100,female
Linda Martinez,1.88,92,female
David Martin,1.79,96,male
Edward Lee,1.53,105,male
David Young,1.57,100,male
Kenneth Garcia,1.72,70,male
Donald Rivera,1.69,89,male
Steven Torres,1.68,51,male
Robert Moore,1.72,45,male
Joshua Clark,1.52,56,male
Barbara Green,1.92,101,female
Lisa Martinez,1.7,65,female
Jennifer Garcia,1.54,79,female
Charles Gonzalez,1.58,90,male
Sarah Clark,1.8,100,female
Anthony Martin,1.88,92,male
Joshua Martin,1.85,62,male
Carol Carter,1.61,89,female
Edward Clark,1.63,48,male
Barbara Brown,1.6,62,female
Sarah Scott,1.94,109,female
Michelle Johnson,1.75,74,female
Jessica Ramirez,1.56,102,female
Jessica Harris,1.93,55,female
Amanda Jones,1.52,70,female
Andrew Lopez,1.69,83,male
Barbara White,1.88,62,female
Sarah White,1.52,55,female
Jessica Williams,1.77,90,female
Carol Johnson,1.77,52,female
Emily Young,1.71,93,female
Brian Flores,1.8,92,male
Deborah Johnson,1.59,50,female
Nancy Perez,1.94,55,female
Ashley Wilson,1.6,50,female
Donald Hall,1.75,76,male
Michelle Clark,1.55,105,female
Sarah Lewis,1.72,79,female
Sarah Lopez,1.57,94,female
Patricia Baker,1.61,60,female
Mark Thompson,1.8,74,male
Andrew Hernandez,1.75,92,male
Margaret Johnson,1.6,76,female
Amanda Johnson,1.59,95,female
Donna Young,1.88,52,female
Mark Jackson,1.76,74,male
Steven Roberts,1.75,96,male
Michael Nguyen,1.75,69,male
Donald Lee,1.81,84,male
Sarah Walker,1.66,58,female
Brian Adams,1.76,66,male
Elizabeth Walker,1.55,65,female
Steven Gonzalez,1.69,104,male
Patricia Lewis,1.65,64,female
Charles Wright,1.84,74,male
Steven Torres,1.74,83,male
Michelle Walker,1.82,52,female
Edward Jackson,1.78,49,male
Thomas Mitchell,1.55,98,male
Anthony Brown,1.64,53,male
Steven Carter,1.79,60,male
Sandra Robinson,1.65,55,female
Joshua Walker,1.88,91,male
Thomas Clark,1.91,63,male
Lisa King,1.84,69,female
Andrew Baker,1.52,76,male
Mark Jones,1.92,50,male
Edward King,1.62,60,male
Donna Sanchez,1.56,86,female
Kenneth Flores,1.74,89,male
Mary Baker,1.62,61,female
Sandra Hill,1.86,94,female
Daniel Anderson,1.91,99,male
David Johnson,1.68,103,male
Thomas Hernandez,1.54,48,male
John Scott,1.81,48,male
Richard Hernandez,1.71,98,male
David Moore,1.92,80,male
Deborah Campbell,1.63,67,female
Matthew Roberts,1.78,89,male
Thomas Martinez,1.5,80,male
Charles Perez,1.57,105,male
Mark Martin,1.74,61,male
George Walker,1.56,64,male
Paul Walker,1.59,72,male
Robert Sanchez,1.61,75,male
Karen Thomas,1.66,107,female
Ashley Rodriguez,1.8,89,female
Ashley Allen,1.77,58,female
Dorothy Hill,1.51,103,female
Barbara Sanchez,1.58,94,female
Thomas Young,1.92,65,male
Kimberly Taylor,1.67,49,female
Lisa Wilson,1.6,91,female
Sandra Torres,1.71,88,female
Richard Davis,1.79,60,male
Donald Rivera,1.69,75,male
Mark Smith,1.53,80,male
Brian Jones,1.94,84,male
Matthew Nelson,1.56,98,male
Sandra Perez,1.75,76,female
Deborah Harris,1.59,80,female
Michael Roberts,1.62,58,male
Kenneth White,1.75,66,male
Matthew Nelson,1.81,99,male
Sarah Wilson,1.77,69,female
Brian Nguyen,1.9,45,male
Carol Harris,1.69,47,female
Carol Hernandez,1.67,63,female
Thomas Harris,1.65,81,male
Edward Davis,1.67,47,male
Christopher Brown,1.77,97,male
Daniel Scott,1.75,84,male
Kevin Mitchell,1.65,46,male
Melissa Adams,1.73,49,female
Joshua Baker,1.8,74,male
Kevin Johnson,1.58,101,male
Christopher Johnson,1.75,94,male
Elizabeth Davis,1.92,49,female
Carol Allen,1.83,78,female
Michael Torres,1.72,107,male
David Jones,1.87,75,male
Elizabeth Harris,1.63,62,female
Jennifer Thompson,1.83,45,female
Brian Perez,1.69,109,male
Edward Green,1.66,104,male
Thomas Lewis,1.67,57,male
Nancy Martinez,1.5,84,female
Paul Hill,1.62,67,male
Melissa Clark,1.91,64,female
Joseph Smith,1.63,102,male
George Flores,1.64,107,male
Melissa Scott,1.57,46,female
Carol Lee,1.72,107,female
Donald Jackson,1.51,102,male
Joshua Smith,1.67,76,male
Deborah Roberts,1.7,108,female
Betty Lopez,1.58,45,female
James Brown,1.67,92,male
Amanda Hill,1.7,99,female
Steven Green,1.72,103,male
Robert Brown,1.85,73,male
Jennifer Roberts,1.57,49,female
George Wilson,1.64,45,male
Jennifer Wilson,1.94,67,female
Kevin White,1.77,66,male
Anthony Garcia,1.61,103,male
Richard Lewis,1.65,82,male
Margaret Jones,1.55,62,female
Jennifer Miller,1.58,75,female
Matthew Hernandez,1.6,55,male
Patricia Scott,1.7,50,female
Matthew Wright,1.87,48,male
Robert Lewis,1.59,89,male
Patricia Lopez,1.9,50,female
Donald Flores,1.54,93,male
Betty Wilson,1.5,84,female
Kevin Baker,1.54,68,male
Joseph Thomas,1.87,69,male
William Taylor,1.61,68,male
Sandra Carter,1.77,91,female
Emily Jones,1.77,49,female
Nancy Torres,1.71,64,female
Elizabeth King,1.76,80,female
Lisa Rodriguez,1.71,103,female
Mary Johnson,1.78,80,female
Nancy Campbell,1.84,106,female
Lisa Wilson,1.91,88,female
Matthew Martin,1.5,62,male
Ashley Thomas,1.78,75,female
Lisa Baker,1.66,65,female
Linda Thompson,1.7,100,female
William Flores,1.62,86,male
John Sanchez,1.84,90,male
Charles Moore,1.58,104,male
Richard Torres,1.84,68,male
Kimberly Scott,1.78,75,female
Charles Hill,1.67,67,male
Betty Williams,1.83,101,female
Nancy Anderson,1.66,58,female
William Hall,1.76,96,male
Kenneth Campbell,1.8,84,male
Melissa Lewis,1.51,109,female
George Nguyen,1.56,52,male
Kimberly Ramirez,1.8,105,female
Matthew Clark,1.58,48,male
Daniel Garcia,1.93,70,male
Mary Ramirez,1.7,68,female
Richard Moore,1.77,97,male
Barbara Thompson,1.79,49,female
David Jackson,1.86,66,male
Sandra Jones,1.64,82,female
Deborah Hill,1.79,62,female
Susan Garcia,1.92,63,female
Sandra Ramirez,1.74,105,female
Betty Hall,1.63,100,female
Andrew Jones,1.54,64,male
Betty Adams,1.9,103,female
Karen Roberts,1.71,82,female
Elizabeth Gonzalez,1.56,84,female
Carol Brown,1.67,64,female
Andrew Anderson,1.63,103,male
Elizabeth Perez,1.71,58,female
Patricia Miller,1.53,64,female
David Baker,1.56,83,male
Matthew King,1.81,59,male
Sandra Martinez,1.71,46,female
Linda Miller,1.78,54,female
Karen Martin,1.66,100,female
Margaret Jones,1.89,101,female
James Baker,1.92,46,male
Sarah Clark,1.62,103,female
Thomas White,1.74,96,male
Ashley Smith,1.65,45,female
Emily Jackson,1.62,54,female
Melissa Carter,1.94,88,female
Ashley Rodriguez,1.81,49,female
David Robinson,1.74,48,male
Paul Jones,1.57,67,male
Emily Lewis,1.64,54,female
Melissa Carter,1.53,45,female
Matthew Scott,1.66,109,male
Donald Wilson,1.86,50,male
Carol Scott,1.52,80,female
Donna Torres,1.6,83,female
Jessica Scott,1.86,91,female
Jennifer Hall,1.63,95,female
Melissa Gonzalez,1.57,77,female
Donna Carter,1.58,103,female
Kevin Smith,1.72,92,male
Edward Mitchell,1.9,91,male
Joseph Johnson,1.66,55,male
Elizabeth Roberts,1.79,61,female
Sarah Wilson,1.92,92,female
William Johnson,1.61,76,male
Brian Baker,1.66,62,male
Patricia Nelson,1.61,64,female
Joseph Allen,1.5,79,male
Jessica Scott,1.74,98,female
Anthony Perez,1.8,50,male
Jennifer White,1.84,88,female
Sandra Wright,1.64,56,female
Elizabeth Jones,1.51,108,female
Barbara Walker,1.55,58,female
George Garcia,1.87,96,male
Lisa Wilson,1.71,84,female
David Allen,1.66,57,male
David Flores,1.73,96,male
Ashley Roberts,1.5,101,female
Patricia Gonzalez,1.82,52,female
Susan Miller,1.84,103,female
Amanda Allen,1.72,65,female
Melissa Wilson,1.61,49,female
Betty Smith,1.61,71,female
Kenneth Campbell,1.91,61,male
Joshua White,1.59,103,male
Christopher Allen,1.85,104,male
Christopher Carter,1.61,56,male
Susan Scott,1.82,86,female
Robert White,1.69,106,male
Margaret Davis,1.69,79,female
Betty Lee,1.76,45,female
Anthony Green,1.56,50,male
Joshua Martinez,1.57,78,male
Donald Young,1.85,74,male
Charles Young,1.91,104,male
Joshua Davis,1.65,47,male
Patricia Moore,1.86,73,female
Amanda Smith,1.93,70,female
Dorothy Thompson,1.8,54,female
Kenneth Williams,1.83,51,male
Barbara Thompson,1.84,77,female
Andrew Johnson,1.8,78,male
Michael Lee,1.83,60,male
Kenneth Jones,1.57,65,male
Kenneth Harris,1.69,71,male
Michelle Thomas,1.7,87,female
Donna Miller,1.56,57,female
Elizabeth Garcia,1.61,50,female
Anthony Wilson,1.54,84,male
Jennifer Smith,1.8,105,female
Dorothy Anderson,1.88,49,female
Paul Nguyen,1.91,48,male
Emily Clark,1.58,97,female
George White,1.84,57,male
Edward Miller,1.78,56,male
Joshua Sanchez,1.66,57,male
William Garcia,1.54,74,male
Matthew Campbell,1.94,47,male
Susan Johnson,1.93,61,female
Carol Thompson,1.76,56,female
Michelle Campbell,1.57,59,female
Thomas Anderson,1.81,66,male
Nancy White,1.7,62,female
Carol Walker,1.65,90,female
Steven Ramirez,1.52,55,male
Mary Lopez,1.64,81,female
Robert Nguyen,1.91,68,male
